X,Y,SHB,player
6.3,-0.4,B,16
1.7,1.6,S,16
-1.3,-1.7,B,16
-0.3,5.6,B,16
3.7,1.8,S,16
0.4,3.6,S,16
3.8,3.9,S,16
3,3,H,16
0.4,0.4,H,16
