X,Y,SHB,player
3,-0.8,B,20
0.2,0.2,S,20
0.8,1,S,20
3,1.7,H,20
5.7,1,S,20
6.4,0.6,B,20
6.3,1.8,B,20
6.3,2.3,B,20
6.5,2.3,B,20
7,2.6,B,20
6.4,3.4,B,20
3,2.5,S,20
3,3,S,20
3,3.4,H,20
0.2,5.5,S,20
3,6.2,B,20
3.1,6.4,H,20
2.8,6.8,B,20
6.6,6.4,B,20
7.4,7.6,B,20
7.8,7.8,B,20
