X,Y,SHB,player
0,-1.2,B,15
0.4,-0.3,B,15
-0.2,1.6,H,15
0.6,1,S,15
2.2,1,H,15
1.9,2.1,H,15
3.2,2.1,H,15
3.4,2.9,H,15
1.7,4,H,15
2.1,5.3,S,15
2.4,6.2,B,15
6,5.3,B,15
